/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10500	Jade Cerisa Lorraine Goody	was	an English celebrity	0	4	4	5	5	8	0.9999999999144422	Jade Cerisa Lorraine Goody was an English celebrity .	NNP NNP NNP NNP VBD DT JJ NN .	B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP O	jade cerisa lorraine goody	be	an english celebrity
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10553	its handling of the Celebrity Big Brother race row	resulted in	more than 54,000 complaints	9	18	19	21	21	25	0.11592755089500141	Ultimately Channel 4 received a rebuke from Ofcom over its handling of the Celebrity Big Brother race row that resulted in more than 54,000 complaints .	RB NNP CD VBD DT NN IN NNP IN PRP$ NN IN DT NNP NNP NNP NN NN WDT VBD IN JJR IN CD NNS .	B-ADVP B-NP I-NP B-VP B-NP I-NP B-PP B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-NP B-VP B-PP B-NP I-NP I-NP I-NP O	its handling of the celebrity big brother race row	result in	more than # complaints
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10555	They	included	a late night "limerick game	0	1	1	2	2	7	0.34170390526411965	They included a late night "limerick game " between O'Meara , Lloyd , Goody and her boyfriend Jack Tweed in which the use of the word " Paki " was allegedly implied but not said .	PRP VBD DT JJ NN NN NN '' IN NNP , NNP , NNP CC PRP$ NN NNP NNP IN WDT DT NN IN DT NN `` JJ '' VBD RB VBN CC RB VBD .	B-NP B-VP B-NP I-NP I-NP I-NP I-NP O B-PP B-NP O B-NP O B-NP O B-NP I-NP I-NP I-NP B-PP B-NP B-NP I-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP I-VP I-VP O B-ADJP I-ADJP O	they	include	a late night "limerick game
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10556	Goody	speculated on whether	Lloyd	4	5	5	8	8	9	0.4223708994783845	In the others , Goody speculated on whether Lloyd used " the p-word " and Goody referred to the Bollywood actress as " Shilpa Pashwa whoever you fucking are " .	IN DT NNS , NNP VBD IN IN NNP VBD `` DT NN '' CC NNP VBD TO DT NNP NN IN `` NNP NNP WP PRP CC VBP '' .	B-PP B-NP I-NP O B-NP B-VP B-PP B-SBAR B-NP B-VP O B-NP I-NP O O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-NP B-NP O B-VP B-ADJP O	goody	speculate on whether	lloyd
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10556	Goody	referred to	the Bollywood actress	15	16	16	18	18	21	0.4824782839744072	In the others , Goody speculated on whether Lloyd used " the p-word " and Goody referred to the Bollywood actress as " Shilpa Pashwa whoever you fucking are " .	IN DT NNS , NNP VBD IN IN NNP VBD `` DT NN '' CC NNP VBD TO DT NNP NN IN `` NNP NNP WP PRP CC VBP '' .	B-PP B-NP I-NP O B-NP B-VP B-PP B-SBAR B-NP B-VP O B-NP I-NP O O B-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-NP B-NP O B-VP B-ADJP O	goody	refer to	the bollywood actress
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10557	several public polls	put Goody in	an unfavourable light	7	10	10	13	13	16	0.7619621590287601	In late 2007 and early 2008 , several public polls put Goody in an unfavourable light .	IN JJ CD CC JJ CD , JJ JJ NNS VBP JJ IN DT JJ NN .	B-PP B-NP I-NP O B-NP I-NP O B-NP I-NP I-NP B-VP B-ADJP B-PP B-NP I-NP I-NP O	several public polls	put goody in	an unfavourable light
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10558	Goody	stated in	April 2008	0	1	1	3	3	5	0.4649182285337707	Goody stated in April 2008 that she would be releasing her second perfume range , Controversial .	NNP VBD IN NNP CD IN PRP MD VB VBG PRP$ JJ NN NN , NNP .	B-NP B-VP B-PP B-NP I-NP B-SBAR B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP O B-NP O	goody	state in	april #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10558	she	would be releasing	her second perfume range	6	7	7	10	10	14	0.11091866464888867	Goody stated in April 2008 that she would be releasing her second perfume range , Controversial .	NNP VBD IN NNP CD IN PRP MD VB VBG PRP$ JJ NN NN , NNP .	B-NP B-VP B-PP B-NP I-NP B-SBAR B-NP B-VP I-VP I-VP B-NP I-NP I-NP I-NP O B-NP O	she	release	her second perfume range
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10559	Goody	appeared in	the Indian version of Big Brother	3	4	4	6	6	12	0.9131074866515272	In mid-2008 , Goody appeared in the Indian version of Big Brother , Bigg Boss .	IN CD , NNP VBD IN DT JJ NN IN NNP NNP , NNP NNP .	B-PP B-NP O B-NP B-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP O	goody	appear in	the indian version of big brother
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10561	Goody	entered the house on	17 August	0	1	1	5	5	7	0.9997714430684558	Goody entered the house on 17 August and in the opening VT of herself she claimed the incident with Shetty was "in the past " and that she was " not proud of it " .	NNP VBD DT NN IN CD NNP CC IN DT NN NN IN PRP PRP VBD DT NN IN NNP VBD IN DT JJ `` CC IN PRP VBD `` RB JJ IN PRP '' .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-PP B-NP I-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP B-PP B-NP B-VP B-PP B-NP I-NP I-NP O B-SBAR B-NP B-VP B-ADJP I-ADJP I-ADJP B-SBAR B-NP B-VP O	goody	enter house on	# august
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10561	she	claimed	the incident	14	15	15	16	16	18	0.007238502705763133	Goody entered the house on 17 August and in the opening VT of herself she claimed the incident with Shetty was "in the past " and that she was " not proud of it " .	NNP VBD DT NN IN CD NNP CC IN DT NN NN IN PRP PRP VBD DT NN IN NNP VBD IN DT JJ `` CC IN PRP VBD `` RB JJ IN PRP '' .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-PP B-NP I-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP B-PP B-NP B-VP B-PP B-NP I-NP I-NP O B-SBAR B-NP B-VP B-ADJP I-ADJP I-ADJP B-SBAR B-NP B-VP O	she	claim	the incident
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10561	Shetty	was "in	the past "	19	20	20	22	22	25	0.47792854702085846	Goody entered the house on 17 August and in the opening VT of herself she claimed the incident with Shetty was "in the past " and that she was " not proud of it " .	NNP VBD DT NN IN CD NNP CC IN DT NN NN IN PRP PRP VBD DT NN IN NNP VBD IN DT JJ `` CC IN PRP VBD `` RB JJ IN PRP '' .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP B-PP B-PP B-NP I-NP I-NP I-NP I-NP B-NP B-VP B-NP I-NP B-PP B-NP B-VP B-PP B-NP I-NP I-NP O B-SBAR B-NP B-VP B-ADJP I-ADJP I-ADJP B-SBAR B-NP B-VP O	shetty	be "in	the past
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10562	Goody	was told	she	6	7	7	9	9	10	0.03349224660808544	Two days into the show , Goody was told she had cervical cancer and she subsequently withdrew , immediately flying home to England .	CD NNS IN DT NN , NNP VBD VBN PRP VBD JJ NN CC PRP RB VBD , RB VBG NN TO NNP .	B-NP I-NP B-PP B-NP I-NP O B-NP B-VP I-VP B-NP B-VP B-NP I-NP O B-NP B-ADVP B-VP O O B-VP B-ADVP B-PP B-NP O	goody	tell	she
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10562	she	had	cervical cancer	9	10	10	11	11	13	0.06945257352017827	Two days into the show , Goody was told she had cervical cancer and she subsequently withdrew , immediately flying home to England .	CD NNS IN DT NN , NNP VBD VBN PRP VBD JJ NN CC PRP RB VBD , RB VBG NN TO NNP .	B-NP I-NP B-PP B-NP I-NP O B-NP B-VP I-VP B-NP B-VP B-NP I-NP O B-NP B-ADVP B-VP O O B-VP B-ADVP B-PP B-NP O	she	have	cervical cancer
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10563	her emotional reaction	were not broadcast in	India	9	12	12	16	16	17	0.7485477380539283	Scenes of Goody being told of her diagnosis and her emotional reaction were not broadcast in India .	NNS IN NNP VBG VBN IN PRP$ NN CC PRP$ JJ NN VBD RB VBN IN NNP .	B-NP I-NP I-NP B-VP I-VP B-PP B-NP I-NP O B-NP I-NP I-NP B-VP I-VP I-VP B-PP B-NP O	her emotional reaction	broadcast in	india
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10564	she	released	a new autobiography	4	5	5	6	6	9	0.3410011872787959	In October 2008 , she released a new autobiography , Jade : Catch A Falling Star .	IN NNP CD , PRP VBD DT JJ NN , NNP : NNP NNP NNP NNP .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP I-NP O B-NP O B-NP I-NP I-NP I-NP O	she	release	a new autobiography
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10565	It	is published by	John Blake Publishing	0	1	1	4	4	7	0.8481834254181685	It is published by John Blake Publishing and covers her time in Celebrity Big Brother 2007 .	PRP VBZ VBN IN NNP NNP NNP CC VBZ PRP$ NN IN NNP NNP NNP CD .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	it	publish by	john blake publishing
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10565	It	covers her time in	Celebrity Big Brother 2007	0	1	8	12	12	16	0.7436312493191638	It is published by John Blake Publishing and covers her time in Celebrity Big Brother 2007 .	PRP VBZ VBN IN NNP NNP NNP CC VBZ PRP$ NN IN NNP NNP NNP CD .	B-NP B-VP I-VP B-PP B-NP I-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	it	cover time in	celebrity big brother #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10566	she	played the role of	the Wicked Queen	4	5	5	9	9	12	0.43493240168251435	In Christmas 2008 , she played the role of the Wicked Queen in a pantomime version of Snow White at the Theatre Royal , Lincoln , and was praised for her strength and determination in doing so .	IN NNP CD , PRP VBD DT NN IN DT NNP NNP IN DT NN NN IN NNP NNP IN DT NNP NNP , NNP , CC VBD VBN IN PRP$ NN CC NN IN VBG RB .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP O O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-VP B-ADVP O	she	play role of	the wicked queen
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10566	the Theatre Royal	was praised for	her strength and determination	20	23	27	30	30	34	0.9764235557733881	In Christmas 2008 , she played the role of the Wicked Queen in a pantomime version of Snow White at the Theatre Royal , Lincoln , and was praised for her strength and determination in doing so .	IN NNP CD , PRP VBD DT NN IN DT NNP NNP IN DT NN NN IN NNP NNP IN DT NNP NNP , NNP , CC VBD VBN IN PRP$ NN CC NN IN VBG RB .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP O O B-VP I-VP B-PP B-NP I-NP I-NP I-NP B-PP B-VP B-ADVP O	the theatre royal	praise for	her strength and determination
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10567	Goody	had to withdraw from	the production	0	1	1	5	5	7	0.4957851181300056	Goody had to withdraw from the production in January for health reasons .	NNP VBD TO VB IN DT NN IN NNP IN NN NNS .	B-NP B-VP I-VP I-VP B-PP B-NP I-NP B-PP B-NP B-PP B-NP I-NP O	goody	have to withdraw from	the production
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10568	Jade Goody	was shown in	September	7	9	9	12	12	13	0.9711954488281141	A reality television documentary , Living With Jade Goody was shown in September as a one off special , as part of the Living With . . .	DT NN NN NN , VBG IN NNP NNP VBD VBN IN NNP IN DT CD IN JJ , IN NN IN DT VBG IN . . .	B-NP I-NP I-NP I-NP O B-VP B-PP B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP B-PP B-NP O B-SBAR B-NP I-NP I-NP I-NP I-NP I-UCP I-UCP I-UCP	jade goody	show in	september
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10569	Jade 's cancer battle	was aired on	11 December	5	9	10	13	13	15	0.999725866034994	A one off film " Jade 's cancer battle " was aired on 11 December .	DT CD IN NN `` NNP POS NN NN '' VBD VBN IN CD NNP .	B-NP I-NP B-PP B-NP O B-NP I-NP I-NP I-NP O B-VP I-VP B-PP B-NP I-NP O	jade 's cancer battle	air on	# december
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10570	Goody	had felt able to take	part	7	8	8	13	13	14	3.196198397444469E-10	There were plans for further shows if Goody had felt able to take part .	EX VBD NNS IN JJ NNS IN NNP VBD VBN JJ TO VB NN .	B-NP B-VP B-NP B-PP B-NP I-NP B-SBAR B-NP B-VP I-VP B-ADJP B-VP I-VP B-NP O	goody	feel able to take	part
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10571	Goody	opened	her second beauty salon	4	5	5	6	6	10	0.26925913917005684	In October 2008 , Goody opened her second beauty salon named " Homme Fatel" , catering exclusively for men .	IN NNP CD , NNP VBD PRP$ JJ NN NN VBN `` NNP NNP , VBG RB IN NNS .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP O B-VP B-ADVP B-PP B-NP O	goody	open	her second beauty salon
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10572	she	was	a dental nurse	11	12	12	13	13	16	0.2587798319146729	Prior to Goody 's entry into the Big Brother house , she was a dental nurse .	RB TO NNP POS NN IN DT NNP NNP NN , PRP VBD DT JJ NN .	B-ADVP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP O	she	be	a dental nurse
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10573	Goody	lived with	her sons	0	1	1	3	3	5	0.8458661626631001	Goody lived with her sons in Upshire , a village in Essex .	JJ VBD IN PRP$ NNS IN NNP , DT NN IN NNP .	B-NP B-VP B-PP B-NP I-NP B-PP B-NP O B-NP I-NP B-PP B-NP O	goody	live with	her sons
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10574	Her father	was	a drug addict	0	2	7	8	8	11	0.8127394202063327	Her father , Andrew Robert Goody , was a drug addict and habitual criminal , who served prison sentences including a four-year term for robbery .	PRP$ NN , NNP NNP NNP , VBD DT NN NN CC JJ JJ , WP VBD NN NNS VBG DT JJ NN IN NN .	B-NP I-NP O B-NP I-NP I-NP O B-VP B-NP I-NP I-NP O B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O	her father	be	a drug addict
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10574	habitual criminal	served	prison sentences	12	14	16	17	17	19	0.0580084377417962	Her father , Andrew Robert Goody , was a drug addict and habitual criminal , who served prison sentences including a four-year term for robbery .	PRP$ NN , NNP NNP NNP , VBD DT NN NN CC JJ JJ , WP VBD NN NNS VBG DT JJ NN IN NN .	B-NP I-NP O B-NP I-NP I-NP O B-VP B-NP I-NP I-NP O B-NP I-NP O B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP O	habitual criminal	serve	prison sentences
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10575	Goody	was	two	12	13	13	14	14	15	0.7914161011235861	He and Goody 's mother , Jackiey Budden , split up when Goody was two , and he became estranged from Goody , whilst Goody 's mother brought her up in Bermondsey .	PRP CC NNP POS NN , NNP NNP , VBD RP WRB NNP VBD CD , CC PRP VBD VBN IN NNP , IN NNP POS NN VBD PRP RP IN NNP .	B-NP O B-NP I-NP I-NP O B-NP I-NP O B-VP B-ADVP B-ADVP B-NP B-VP B-NP O O B-NP B-VP B-ADJP B-PP B-NP O B-PP B-NP I-NP I-NP B-VP B-NP B-VP B-PP B-NP O	goody	be	#
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10575	he	became estranged from	Goody	17	18	18	21	21	22	0.7967824135416033	He and Goody 's mother , Jackiey Budden , split up when Goody was two , and he became estranged from Goody , whilst Goody 's mother brought her up in Bermondsey .	PRP CC NNP POS NN , NNP NNP , VBD RP WRB NNP VBD CD , CC PRP VBD VBN IN NNP , IN NNP POS NN VBD PRP RP IN NNP .	B-NP O B-NP I-NP I-NP O B-NP I-NP O B-VP B-ADVP B-ADVP B-NP B-VP B-NP O O B-NP B-VP B-ADJP B-PP B-NP O B-PP B-NP I-NP I-NP B-VP B-NP B-VP B-PP B-NP O	he	become estrange from	goody
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10575	Goody 's mother	brought	her	24	27	27	28	28	29	0.4077077423586302	He and Goody 's mother , Jackiey Budden , split up when Goody was two , and he became estranged from Goody , whilst Goody 's mother brought her up in Bermondsey .	PRP CC NNP POS NN , NNP NNP , VBD RP WRB NNP VBD CD , CC PRP VBD VBN IN NNP , IN NNP POS NN VBD PRP RP IN NNP .	B-NP O B-NP I-NP I-NP O B-NP I-NP O B-VP B-ADVP B-ADVP B-NP B-VP B-NP O O B-NP B-VP B-ADJP B-PP B-NP O B-PP B-NP I-NP I-NP B-VP B-NP B-VP B-PP B-NP O	goody 's mother	bring	her
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10576	Goody 's father	died of	a drug overdose	0	3	3	5	5	8	0.6335240558082533	Goody 's father died of a drug overdose in Bournemouth , aged 42 .	NNP POS NN VBD IN DT NN NN IN NNP , VBN CD .	B-NP I-NP I-NP B-VP B-PP B-NP I-NP I-NP B-PP B-NP O B-VP B-NP O	goody 's father	die of	a drug overdose
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10577	Goody	had a relationship with	TV presenter and fellow reality television	0	1	1	5	5	11	0.8967829984739734	Goody had a relationship with TV presenter and fellow reality television regular Jeff Brazier , the father of her two sons , both of whom were born in Harlow , Essex : Bobby Jack Brazier , born 6 June 2003 , and Freddie Brazier , born September 2004 .	NNP VBD DT NN IN NN NN CC NN NN NN JJ NNP NNP , DT NN IN PRP$ CD NNS , DT IN WP VBD VBN IN NNP , NNP : NNP NNP NNP , VBN CD NNP CD , CC NNP NNP , VBN NNP CD .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP I-VP B-PP B-NP O B-NP O B-NP I-NP I-NP O B-VP B-NP I-NP I-NP O O B-NP I-NP O B-VP B-NP I-NP O	goody	have relationship with	tv presenter and fellow reality television
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10577	both of whom	were born in	Harlow	22	25	25	28	28	29	0.9648186587156717	Goody had a relationship with TV presenter and fellow reality television regular Jeff Brazier , the father of her two sons , both of whom were born in Harlow , Essex : Bobby Jack Brazier , born 6 June 2003 , and Freddie Brazier , born September 2004 .	NNP VBD DT NN IN NN NN CC NN NN NN JJ NNP NNP , DT NN IN PRP$ CD NNS , DT IN WP VBD VBN IN NNP , NNP : NNP NNP NNP , VBN CD NNP CD , CC NNP NNP , VBN NNP CD .	B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP I-NP I-NP O B-NP I-NP I-NP B-VP I-VP B-PP B-NP O B-NP O B-NP I-NP I-NP O B-VP B-NP I-NP I-NP O O B-NP I-NP O B-VP B-NP I-NP O	both of whom	bear in	harlow
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10578	Goody	had	a six month relationship	3	4	4	5	5	9	0.7458239936821157	In 2005 , Goody had a six month relationship with footballer Ryan Amoo .	IN CD , NNP VBD DT CD NN NN IN NN NNP NNP .	B-PP B-NP O B-NP B-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O	goody	have	a # month relationship
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10579	the Daily Mail	reported	Goody	4	7	7	8	8	9	0.08472719033694766	In March 2008 , the Daily Mail reported Goody had become involved in "vicious fight with a female partygoer at an Essex nightclub before turning her rage onto a security guard " .	IN NNP CD , DT NNP NNP VBD NNP VBD VBN VBN IN JJ NN IN DT JJ NN IN DT NNP NN IN VBG PRP$ NN IN DT NN NN '' .	B-PP B-NP I-NP O B-NP I-NP I-NP B-VP B-NP B-VP I-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	the daily mail	report	goody
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10579	Goody	had become involved in	"vicious fight	8	9	9	13	13	15	0.6013779035580571	In March 2008 , the Daily Mail reported Goody had become involved in "vicious fight with a female partygoer at an Essex nightclub before turning her rage onto a security guard " .	IN NNP CD , DT NNP NNP VBD NNP VBD VBN VBN IN JJ NN IN DT JJ NN IN DT NNP NN IN VBG PRP$ NN IN DT NN NN '' .	B-PP B-NP I-NP O B-NP I-NP I-NP B-VP B-NP B-VP I-VP I-VP B-PP B-NP I-NP B-PP B-NP I-NP I-NP B-PP B-NP I-NP I-NP B-PP B-VP B-NP I-NP B-PP B-NP I-NP I-NP I-NP O	goody	become involve in	"vicious fight
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10580	She	was subsequently in	a relationship	0	1	1	4	4	6	0.4111990774799289	She was subsequently in a relationship with Jack Tweed , who appeared alongside her on Celebrity Big Brother .	PRP VBD RB IN DT NN IN NNP NNP , WP VBD IN PRP IN NNP NNP NNP .	B-NP B-VP B-ADVP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP I-NP I-NP O	she	be in	a relationship
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10580	Jack Tweed	appeared alongside	her	7	9	11	13	13	14	0.17200954923426162	She was subsequently in a relationship with Jack Tweed , who appeared alongside her on Celebrity Big Brother .	PRP VBD RB IN DT NN IN NNP NNP , WP VBD IN PRP IN NNP NNP NNP .	B-NP B-VP B-ADVP B-PP B-NP I-NP B-PP B-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP I-NP I-NP O	jack tweed	appear alongside	her
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10581	Goody	suffered	a miscarriage	4	5	5	6	6	8	0.8592671476475923	In June 2007 , Goody suffered a miscarriage , during the relationship .	IN NNP CD , NNP VBD DT NN , IN DT NN .	B-PP B-NP I-NP O B-NP B-VP B-NP I-NP O B-PP B-NP I-NP O	goody	suffer	a miscarriage
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10583	Goody	confirmed	she	0	1	1	2	2	3	0.005599687764667275	Goody confirmed she was dating again , and said of Tweed : " Some days , I felt more like his mum than his lover...I’ll never date a toy boy again . "	NNP VBD PRP VBD VBG RB , CC VBD IN NNP : `` DT NNS , PRP VBD RBR IN PRP$ NN IN PRP$ NN RB VBP DT NN NN RB . ''	B-NP B-VP B-NP B-VP I-VP B-ADVP O O B-VP B-PP B-NP O O B-NP I-NP O B-NP B-VP B-ADVP B-PP B-NP I-NP B-PP B-NP I-NP B-ADVP B-VP B-NP I-NP I-NP B-ADVP O O	goody	confirm	she
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10583	she	said of	Tweed	2	3	8	10	10	11	0.06928712030492289	Goody confirmed she was dating again , and said of Tweed : " Some days , I felt more like his mum than his lover...I’ll never date a toy boy again . "	NNP VBD PRP VBD VBG RB , CC VBD IN NNP : `` DT NNS , PRP VBD RBR IN PRP$ NN IN PRP$ NN RB VBP DT NN NN RB . ''	B-NP B-VP B-NP B-VP I-VP B-ADVP O O B-VP B-PP B-NP O O B-NP I-NP O B-NP B-VP B-ADVP B-PP B-NP I-NP B-PP B-NP I-NP B-ADVP B-VP B-NP I-NP I-NP B-ADVP O O	she	say of	tweed
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jade Goody.txt	10583	I	felt more like	his mum	16	17	17	20	20	22	0.19979854636407965	Goody confirmed she was dating again , and said of Tweed : " Some days , I felt more like his mum than his lover...I’ll never date a toy boy again . "	NNP VBD PRP VBD VBG RB , CC VBD IN NNP : `` DT NNS , PRP VBD RBR IN PRP$ NN IN PRP$ NN RB VBP DT NN NN RB . ''	B-NP B-VP B-NP B-VP I-VP B-ADVP O O B-VP B-PP B-NP O O B-NP I-NP O B-NP B-VP B-ADVP B-PP B-NP I-NP B-PP B-NP I-NP B-ADVP B-VP B-NP I-NP I-NP B-ADVP O O	i	feel more like	his mum
