/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8423	Jacques Joseph Charles Villeneuve	is	a Canadian musician	0	4	6	7	7	10	0.843908541236736	Jacques Joseph Charles Villeneuve , , is a Canadian musician and former automobile racing driver .	NNP NNP NNP NNP , , VBZ DT JJ NN CC JJ NN VBG NN .	B-NP I-NP I-NP I-NP O O B-VP B-NP I-NP I-NP O B-NP I-NP I-NP I-NP O	jacques joseph charles villeneuve	be	a canadian musician
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8531	The Canadian	was joined by	Jenson Button	0	2	2	5	5	7	0.9851395303038705	The Canadian was joined by Jenson Button from Renault in 2003 as Panis was offered a drive at the Toyota which the Frenchman took .	DT NNP VBD VBN IN NNP NNP IN NNP IN CD IN NNP VBD VBN DT NN IN DT NNP WDT DT NNP VBD .	B-NP I-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP B-PP B-NP B-PP B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP B-NP B-NP I-NP B-VP O	the canadian	join by	jenson button
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8531	Panis	was offered	a drive	12	13	13	15	15	17	0.854592231897411	The Canadian was joined by Jenson Button from Renault in 2003 as Panis was offered a drive at the Toyota which the Frenchman took .	DT NNP VBD VBN IN NNP NNP IN NNP IN CD IN NNP VBD VBN DT NN IN DT NNP WDT DT NNP VBD .	B-NP I-NP B-VP I-VP B-PP B-NP I-NP B-PP B-NP B-PP B-NP B-PP B-NP B-VP I-VP B-NP I-NP B-PP B-NP I-NP B-NP B-NP I-NP B-VP O	panis	offer	a drive
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8532	the Briton	was able to	score consistently	25	27	27	30	30	32	0.7263460063606897	Button would prove to become the second of Villeneuve 's teammates to outscore him in the Drivers ' Championship as , unlike the Canadian , the Briton was able to score consistently with the BAR 005 , finishing in the points every two races on average .	NNP MD VB TO VB DT JJ IN NNP POS NNS TO VB PRP IN DT NNS POS NN IN , IN DT JJ , DT NNP VBD JJ TO NN RB IN DT NNP CD , VBG IN DT NNS DT CD NNS IN NN .	B-NP B-VP I-VP B-VP I-VP B-NP I-NP I-NP I-NP I-NP I-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP B-SBAR O B-PP B-NP I-NP O B-NP I-NP B-VP B-ADJP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O B-VP B-PP B-NP I-NP B-NP I-NP I-NP B-PP B-NP O	the briton	be able to	score consistently
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8533	Villeneuve	was criticized by	the media	0	1	1	4	4	6	0.952793294100701	Villeneuve was criticized by the media for being outpaced by his inexperienced teammate and before the final round in Japan , the Canadian was replaced by former British Formula Three Champion Takuma Sato .	NNP VBD VBN IN DT NNS IN VBG VBN IN PRP$ JJ NN CC IN DT JJ NN IN NNP , DT NNP VBD VBN IN JJ NNP NNP CD NNP NNP NNP .	B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-VP I-VP B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP B-PP B-NP O B-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	villeneuve	criticize by	the media
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8533	the Canadian	was replaced by	former British Formula Three Champion Takuma Sato	21	23	23	26	26	33	0.9804800678963077	Villeneuve was criticized by the media for being outpaced by his inexperienced teammate and before the final round in Japan , the Canadian was replaced by former British Formula Three Champion Takuma Sato .	NNP VBD VBN IN DT NNS IN VBG VBN IN PRP$ JJ NN CC IN DT JJ NN IN NNP , DT NNP VBD VBN IN JJ NNP NNP CD NNP NNP NNP .	B-NP B-VP I-VP B-PP B-NP I-NP B-PP B-VP I-VP B-PP B-NP I-NP I-NP O B-PP B-NP I-NP I-NP B-PP B-NP O B-NP I-NP B-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP O	the canadian	replace by	former british formula # champion takuma sato
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8534	Villeneuve	was forced to take	a sabbatical	6	7	7	11	11	13	0.6534809193484762	With no contract for 2004 , Villeneuve was forced to take a sabbatical , but maintained that he wanted to return to the sport .	IN DT NN IN CD , NNP VBD VBN TO VB DT JJ , CC VBD IN PRP VBD TO VB TO DT NN .	B-PP B-NP I-NP B-PP B-NP O B-NP B-VP I-VP I-VP I-VP B-NP I-NP O O B-VP B-SBAR B-NP B-VP I-VP I-VP B-PP B-NP I-NP O	villeneuve	force to take	a sabbatical
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8534	he	wanted to return to	the sport	17	18	18	22	22	24	0.01540717790828106	With no contract for 2004 , Villeneuve was forced to take a sabbatical , but maintained that he wanted to return to the sport .	IN DT NN IN CD , NNP VBD VBN TO VB DT JJ , CC VBD IN PRP VBD TO VB TO DT NN .	B-PP B-NP I-NP B-PP B-NP O B-NP B-VP I-VP I-VP I-VP B-NP I-NP O O B-VP B-SBAR B-NP B-VP I-VP I-VP B-PP B-NP I-NP O	he	want to return to	the sport
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8535	He	continued	training	0	1	1	2	2	3	0.3704611538277285	He continued training and made a special appearance at the Goodwood Festival of Speed driving his late father 's Ferrari .	PRP VBD NN CC VBD DT JJ NN IN DT NNP NNP IN NNP VBG PRP$ JJ NN POS NNP .	B-NP B-VP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O	he	continue	training
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8535	He	made a special appearance at	the Goodwood Festival of Speed	0	1	4	9	9	14	0.3594629704322824	He continued training and made a special appearance at the Goodwood Festival of Speed driving his late father 's Ferrari .	PRP VBD NN CC VBD DT JJ NN IN DT NNP NNP IN NNP VBG PRP$ JJ NN POS NNP .	B-NP B-VP B-NP O B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP I-NP I-NP I-NP O	he	make appearance at	the goodwood festival of speed
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8536	Villeneuve	returned to	Formula One	3	4	4	6	6	8	0.965688876802917	In September , Villeneuve returned to Formula One , driving the final three Grands Prix of the season for the French Renault team .	IN NNP , NNP VBD TO NNP CD , VBG DT JJ CD NNS NNP IN DT NN IN DT NNP NNP NN .	B-PP B-NP O B-NP B-VP B-PP B-NP I-NP O B-VP B-NP I-NP I-NP I-NP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP O	villeneuve	return to	formula #
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8537	Jarno Trulli	had fallen out of	favour and team boss Flavio Briatore	0	2	2	6	6	12	0.5645002267876429	Jarno Trulli had fallen out of favour and team boss Flavio Briatore felt Villeneuve would be worth a gamble .	NNP NNP VBD VBN IN IN NN CC NN NN NNP NNP VBD NNP MD VB JJ DT NN .	B-NP I-NP B-VP I-VP B-PP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP B-VP I-VP B-ADJP B-NP I-NP O	jarno trulli	fall out of	favour and team boss flavio briatore
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8537	favour and team boss Flavio Briatore	felt	Villeneuve	6	12	12	13	13	14	0.6511284346203143	Jarno Trulli had fallen out of favour and team boss Flavio Briatore felt Villeneuve would be worth a gamble .	NNP NNP VBD VBN IN IN NN CC NN NN NNP NNP VBD NNP MD VB JJ DT NN .	B-NP I-NP B-VP I-VP B-PP B-PP B-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP B-VP I-VP B-ADJP B-NP I-NP O	favour and team boss flavio briatore	feel	villeneuve
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8538	Renault	achieve second place in	the constructors championship	4	5	5	9	9	12	0.4494205549146966	Although vowing to help Renault achieve second place in the constructors championship , ahead of his former team BAR , Villeneuve failed to score a single point , unable to finish any of his races on the lead lap ; Renault settled for third in the final standings .	IN VBG TO VB NNP VB JJ NN IN DT NNS NN , RB IN PRP$ JJ NN NNP , NNP VBD TO NN DT JJ NN , JJ TO VB DT IN PRP$ NNS IN DT NN NN : NNP VBD IN JJ IN DT JJ NNS .	B-PP B-VP I-VP I-VP B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-ADVP B-PP B-NP I-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP O B-ADJP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP I-NP I-NP O	renault	achieve place in	the constructors championship
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8538	Renault	settled for	third	40	41	41	43	43	44	0.551622489642695	Although vowing to help Renault achieve second place in the constructors championship , ahead of his former team BAR , Villeneuve failed to score a single point , unable to finish any of his races on the lead lap ; Renault settled for third in the final standings .	IN VBG TO VB NNP VB JJ NN IN DT NNS NN , RB IN PRP$ JJ NN NNP , NNP VBD TO NN DT JJ NN , JJ TO VB DT IN PRP$ NNS IN DT NN NN : NNP VBD IN JJ IN DT JJ NNS .	B-PP B-VP I-VP I-VP B-NP B-VP B-NP I-NP B-PP B-NP I-NP I-NP O B-ADVP B-PP B-NP I-NP I-NP I-NP O B-NP B-VP I-VP I-VP B-NP I-NP I-NP O B-ADJP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP I-NP O B-NP B-VP B-PP B-NP B-PP B-NP I-NP I-NP O	renault	settle for	third
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8539	the enforced lay-off	had cost	him	3	6	6	8	8	9	0.0417493798258119	Jacques admitted that the enforced lay-off had cost him vital seat time .	NNP VBD IN DT VBN NN VBD VBN PRP JJ NN NN .	B-NP B-VP B-SBAR B-NP I-NP I-NP B-VP I-VP B-NP B-NP I-NP I-NP O	the enforced lay-off	cost	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8540	he	found	it	10	11	11	12	12	13	0.04889427751534886	With the cars so much faster than in 2003 , he found it difficult to adapt , and with an up and coming Fernando Alonso as team-mate his task was made all the more difficult .	IN DT NNS RB RB JJR IN IN CD , PRP VBD PRP JJ TO VB , CC IN DT RB CC VBG NNP RB IN JJ PRP$ NN VBD VBN PDT DT RBR JJ .	B-PP B-NP I-NP B-ADVP I-ADVP B-ADVP B-PP B-PP B-NP O B-NP B-VP B-NP B-ADJP B-VP I-VP O O B-PP B-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-VP I-VP B-NP I-NP B-ADJP I-ADJP O	he	find	it
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8540	team-mate his task	was made	all the	26	29	29	31	31	33	0.7980754186644763	With the cars so much faster than in 2003 , he found it difficult to adapt , and with an up and coming Fernando Alonso as team-mate his task was made all the more difficult .	IN DT NNS RB RB JJR IN IN CD , PRP VBD PRP JJ TO VB , CC IN DT RB CC VBG NNP RB IN JJ PRP$ NN VBD VBN PDT DT RBR JJ .	B-PP B-NP I-NP B-ADVP I-ADVP B-ADVP B-PP B-PP B-NP O B-NP B-VP B-NP B-ADJP B-VP I-VP O O B-PP B-NP I-NP O B-VP B-NP I-NP B-PP B-NP I-NP I-NP B-VP I-VP B-NP I-NP B-ADJP I-ADJP O	team-mate his task	make	all the
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8542	Villeneuve	signed	a two-year contract	7	8	8	9	9	12	0.2139492483556804	Just before his 3-race Renault comeback , Villeneuve signed a two-year contract to drive for Sauber , starting in 2005 .	RB IN PRP$ JJ NNP NN , NNP VBD DT JJ NN TO VB IN NNP , VBG IN CD .	B-PP I-PP B-NP I-NP I-NP I-NP O B-NP B-VP B-NP I-NP I-NP B-VP I-VP B-PP B-NP O B-VP B-PP B-NP O	villeneuve	sign	a two-year contract
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8543	the Australian Grand Prix	saw	him	4	8	8	9	9	10	0.043969367950932606	His Sauber debut at the Australian Grand Prix saw him start the grid in fourth position , although the Canadian would finish the race nine places down the order in thirteenth and a lap down .	PRP$ NNP NN IN DT JJ NNP NNP VBD PRP VB DT NN IN JJ NN , IN DT NNP MD VB DT NN CD NNS IN DT NN IN JJ CC DT NN RB .	B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP B-NP B-VP B-NP I-NP B-PP B-NP I-NP O B-SBAR B-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP O B-NP I-NP B-ADVP O	the australian grand prix	see	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8543	him	start	the grid	9	10	10	11	11	13	0.079521561701791	His Sauber debut at the Australian Grand Prix saw him start the grid in fourth position , although the Canadian would finish the race nine places down the order in thirteenth and a lap down .	PRP$ NNP NN IN DT JJ NNP NNP VBD PRP VB DT NN IN JJ NN , IN DT NNP MD VB DT NN CD NNS IN DT NN IN JJ CC DT NN RB .	B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP B-NP B-VP B-NP I-NP B-PP B-NP I-NP O B-SBAR B-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP O B-NP I-NP B-ADVP O	him	start	the grid
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8543	the Canadian	would finish	the race nine places	18	20	20	22	22	26	0.3274401597943135	His Sauber debut at the Australian Grand Prix saw him start the grid in fourth position , although the Canadian would finish the race nine places down the order in thirteenth and a lap down .	PRP$ NNP NN IN DT JJ NNP NNP VBD PRP VB DT NN IN JJ NN , IN DT NNP MD VB DT NN CD NNS IN DT NN IN JJ CC DT NN RB .	B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP B-NP B-VP B-NP I-NP B-PP B-NP I-NP O B-SBAR B-NP I-NP B-VP I-VP B-NP I-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP O B-NP I-NP B-ADVP O	the canadian	finish	the race # places
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8544	he	was	the slowest driver	5	6	6	7	7	10	0.06083364277668116	For the opening three races he was the slowest driver on Michelin tyres and rumours began to spread that he would soon be replaced .	IN DT NN CD NNS PRP VBD DT JJS NN IN NNP NNS CC NNS VBD TO VB IN PRP MD RB VB VBN .	B-PP B-NP I-NP B-NP I-NP B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP I-NP I-NP B-VP I-VP I-VP B-SBAR B-NP B-VP I-VP I-VP I-VP O	he	be	the slowest driver
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8545	he	scored his first points for	the team	7	8	8	13	13	15	0.06300839401136765	The rumours proved unfounded and at Imola he scored his first points for the team with a fourth place .	DT NNS VBD JJ CC IN NNP PRP VBD PRP$ JJ NNS IN DT NN IN DT JJ NN .	B-NP I-NP B-VP B-ADJP O B-PP B-NP B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-NP I-NP I-NP O	he	score point for	the team
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8546	The pressure	was soon back on	him	0	2	2	6	6	7	0.995572574457522	The pressure was soon back on him when he forced team-mate Felipe Massa off the track when attempting to overtake the Brazilian in Monaco , ruining both their races .	DT NN VBD RB RB IN PRP WRB PRP VBD NN NNP NNP IN DT NN WRB VBG TO VB DT JJ IN NNP , VBG DT PRP$ NNS .	B-NP I-NP B-VP B-ADVP I-ADVP B-PP B-NP B-ADVP B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-VP I-VP I-VP B-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP O	the pressure	be on	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8546	he	forced	team-mate Felipe Massa	8	9	9	10	10	13	0.4257538620352172	The pressure was soon back on him when he forced team-mate Felipe Massa off the track when attempting to overtake the Brazilian in Monaco , ruining both their races .	DT NN VBD RB RB IN PRP WRB PRP VBD NN NNP NNP IN DT NN WRB VBG TO VB DT JJ IN NNP , VBG DT PRP$ NNS .	B-NP I-NP B-VP B-ADVP I-ADVP B-PP B-NP B-ADVP B-NP B-VP B-NP I-NP I-NP B-PP B-NP I-NP B-PP B-VP I-VP I-VP B-NP I-NP B-PP B-NP O B-VP B-NP I-NP I-NP O	he	force	team-mate felipe massa
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8547	he	scored	more points	11	12	12	13	13	15	0.18415999559209856	Towards the end of the season , his pace improved and he scored more points at Belgium , where he finished sixth , moving ahead of Massa in the championship tables , although Massa repassed him after finishing 6th in the season finale in China .	IN DT NN IN DT NN , PRP$ NN VBN CC PRP VBD JJR NNS IN NNP , WRB PRP VBD RB , VBG RB IN NNP IN DT NN NNS , IN NNP VBD PRP IN VBG JJ IN DT NN NN IN NNP .	B-PP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-VP O B-NP B-VP B-NP I-NP B-PP B-NP O B-ADVP B-NP B-VP B-ADVP O B-VP B-ADVP B-PP B-NP B-PP B-NP I-NP I-NP O B-SBAR B-NP B-VP B-NP B-PP B-VP B-ADJP B-PP B-NP I-NP I-NP B-PP B-NP O	he	score	more points
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8547	Massa	repassed	him	33	34	34	35	35	36	0.1365029639584678	Towards the end of the season , his pace improved and he scored more points at Belgium , where he finished sixth , moving ahead of Massa in the championship tables , although Massa repassed him after finishing 6th in the season finale in China .	IN DT NN IN DT NN , PRP$ NN VBN CC PRP VBD JJR NNS IN NNP , WRB PRP VBD RB , VBG RB IN NNP IN DT NN NNS , IN NNP VBD PRP IN VBG JJ IN DT NN NN IN NNP .	B-PP B-NP I-NP I-NP I-NP I-NP O B-NP I-NP B-VP O B-NP B-VP B-NP I-NP B-PP B-NP O B-ADVP B-NP B-VP B-ADVP O B-VP B-ADVP B-PP B-NP B-PP B-NP I-NP I-NP O B-SBAR B-NP B-VP B-NP B-PP B-VP B-ADJP B-PP B-NP I-NP I-NP B-PP B-NP O	massa	repass	him
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8548	the two team-mates	were fairly evenly matched by	the end of the year	5	8	8	13	13	18	0.9052942893289931	In terms of speed , the two team-mates were fairly evenly matched by the end of the year .	IN NNS IN NN , DT CD NNS VBD RB RB VBN IN DT NN IN DT NN .	B-PP B-NP I-NP I-NP O B-NP I-NP I-NP B-VP I-VP I-VP I-VP B-PP B-NP I-NP I-NP I-NP I-NP O	the # team-mates	match by	the end of the year
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8549	Massa	was later drafted into	Ferrari	0	1	1	5	5	6	0.8601255864692942	Massa was later drafted into Ferrari to support Michael Schumacher 's 2006 campaign .	NNP VBD RB VBN IN NNP TO VB NNP NNP POS CD NN .	B-NP B-VP I-VP I-VP B-SBAR B-NP B-VP I-VP B-NP I-NP I-NP I-NP I-NP O	massa	draft into	ferrari
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8550	Villeneuve	would race for	BMW Sauber	10	11	11	14	14	16	0.9672825360432742	After much uncertainty , in late 2005 BMW confirmed that Villeneuve would race for BMW Sauber in 2006 .	IN JJ NN , IN JJ CD NNP VBD IN NNP MD NN IN NNP NNP IN CD .	B-PP B-NP I-NP O B-PP B-NP I-NP I-NP B-VP B-SBAR B-NP B-VP B-NP B-PP B-NP I-NP B-PP B-NP O	villeneuve	race for	bmw sauber
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8551	Heikki Kovalainen and Indycar champion Dan Wheldon	had both been linked with	the seat	2	9	9	14	14	16	0.9302817586820801	GP2 frontrunner Heikki Kovalainen and Indycar champion Dan Wheldon had both been linked with the seat , but BMW opted to honour Villeneuve 's contract ; to cut the contract would possibly have been an expensive exercise that would have cost them around $ 2 million , and Villeneuve was popular with the sponsors and team personnel .	NNP IN NNP NNP CC NNP NN NNP NNP VBD DT VBN VBN IN DT NN , CC NNP VBD TO VB NNP POS NN : TO VB DT NN MD RB VB VBN DT JJ NN WDT MD VB NN PRP RB $ CD CD , CC NNP VBD JJ IN DT NNS CC NN NNS .	B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP B-VP B-PP B-NP I-NP O O B-NP B-VP I-VP I-VP B-NP I-NP I-NP O B-VP I-VP B-NP I-NP B-VP I-VP I-VP I-VP B-NP I-NP I-NP B-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP O O B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O	heikki kovalainen and indycar champion dan wheldon	link with	the seat
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8551	the contract	would possibly have been	an expensive exercise	28	30	30	34	34	37	0.03513552500003399	GP2 frontrunner Heikki Kovalainen and Indycar champion Dan Wheldon had both been linked with the seat , but BMW opted to honour Villeneuve 's contract ; to cut the contract would possibly have been an expensive exercise that would have cost them around $ 2 million , and Villeneuve was popular with the sponsors and team personnel .	NNP IN NNP NNP CC NNP NN NNP NNP VBD DT VBN VBN IN DT NN , CC NNP VBD TO VB NNP POS NN : TO VB DT NN MD RB VB VBN DT JJ NN WDT MD VB NN PRP RB $ CD CD , CC NNP VBD JJ IN DT NNS CC NN NNS .	B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP B-VP B-PP B-NP I-NP O O B-NP B-VP I-VP I-VP B-NP I-NP I-NP O B-VP I-VP B-NP I-NP B-VP I-VP I-VP I-VP B-NP I-NP I-NP B-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP O O B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O	the contract	be	an expensive exercise
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8551	an expensive exercise	would have	cost	34	37	38	40	40	41	0.0680325945709535	GP2 frontrunner Heikki Kovalainen and Indycar champion Dan Wheldon had both been linked with the seat , but BMW opted to honour Villeneuve 's contract ; to cut the contract would possibly have been an expensive exercise that would have cost them around $ 2 million , and Villeneuve was popular with the sponsors and team personnel .	NNP IN NNP NNP CC NNP NN NNP NNP VBD DT VBN VBN IN DT NN , CC NNP VBD TO VB NNP POS NN : TO VB DT NN MD RB VB VBN DT JJ NN WDT MD VB NN PRP RB $ CD CD , CC NNP VBD JJ IN DT NNS CC NN NNS .	B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP B-VP B-PP B-NP I-NP O O B-NP B-VP I-VP I-VP B-NP I-NP I-NP O B-VP I-VP B-NP I-NP B-VP I-VP I-VP I-VP B-NP I-NP I-NP B-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP O O B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O	an expensive exercise	have	cost
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8551	Villeneuve	was popular with	the sponsors and team personnel	48	49	49	52	52	57	0.9272824827094375	GP2 frontrunner Heikki Kovalainen and Indycar champion Dan Wheldon had both been linked with the seat , but BMW opted to honour Villeneuve 's contract ; to cut the contract would possibly have been an expensive exercise that would have cost them around $ 2 million , and Villeneuve was popular with the sponsors and team personnel .	NNP IN NNP NNP CC NNP NN NNP NNP VBD DT VBN VBN IN DT NN , CC NNP VBD TO VB NNP POS NN : TO VB DT NN MD RB VB VBN DT JJ NN WDT MD VB NN PRP RB $ CD CD , CC NNP VBD JJ IN DT NNS CC NN NNS .	B-NP B-PP B-NP I-NP I-NP I-NP I-NP I-NP I-NP B-VP B-NP I-NP B-VP B-PP B-NP I-NP O O B-NP B-VP I-VP I-VP B-NP I-NP I-NP O B-VP I-VP B-NP I-NP B-VP I-VP I-VP I-VP B-NP I-NP I-NP B-NP B-VP I-VP B-NP B-PP B-NP I-NP I-NP I-NP O O B-NP B-VP B-ADJP B-PP B-NP I-NP I-NP I-NP I-NP O	villeneuve	be popular with	the sponsors and team personnel
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8552	Several changes	were made at	Sauber	0	2	2	5	5	6	0.9764356716228175	Several changes were made at Sauber during the off season .	JJ NNS VBD VBN IN NNP IN DT JJ NN .	B-NP I-NP B-VP I-VP B-PP B-NP B-PP B-NP I-NP I-NP O	several changes	make at	sauber
/Users/nidhikulkarni/Desktop/knowitall-reverb-core-3138a80/scripts/../../wikipedia/dir300/wiki_Jacques Villeneuve.txt	8553	the Swiss team	were bought by	BMW	2	5	5	8	8	9	0.9661716269591463	First , the Swiss team were bought by BMW and renamed BMW Sauber .	RB , DT JJ NN VBD VBN IN NNP CC VBN NNP NNP .	B-ADVP O B-NP I-NP I-NP B-VP I-VP B-PP B-NP O B-VP B-NP I-NP O	the swiss team	buy by	bmw
